Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0937,,,,,,,,,,180,-0.0162,0.0000,0.1291,1.5687,0.1852,0.9264,1.5803,0.1852,0.8335
1,Line,,,,,,,0.0500,,,,,,,,,,180,-0.0086,0.0000,0.0689,1.5803,0.1852,0.8335,1.5865,0.1852,0.7839
1,Line,,,,,,,0.0028,,,,,,,,,,127,-0.0024,0.0031,-0.0003,1.5687,0.1852,0.9264,1.5704,0.1829,0.9266
1,Line,,,,,,,0.0500,,,,,,,,,,180,-0.0086,0.0000,0.0689,1.5820,0.1829,0.8337,1.5882,0.1829,0.7841
1,Line,,,,,,,0.0937,,,,,,,,,,180,-0.0162,0.0000,0.1291,1.5704,0.1829,0.9266,1.5820,0.1829,0.8337
1,Line,,,,,,,0.0083,,,,,,,,,,180,-0.0017,0.0000,0.0114,1.5904,0.1812,0.7844,1.5916,0.1812,0.7762
1,Line,,,,,,,0.0498,,,,,,,,,,180,-0.0086,0.0000,0.0687,1.5923,0.1801,0.8350,1.5985,0.1801,0.7855
1,Line,,,,,,,0.0919,,,,,,,,,,180,-0.0159,0.0000,0.1266,1.5809,0.1801,0.9261,1.5923,0.1801,0.8350
1,Line,,,,,,,0.0028,,,,,,,,,,8,-0.0038,-0.0005,-0.0005,1.5958,0.1798,0.7851,1.5985,0.1801,0.7855
1,Line,,,,,,,0.0028,,,,,,,,,,142,-0.0031,0.0024,-0.0004,1.5882,0.1829,0.7841,1.5904,0.1812,0.7844
1,Line,,,,,,,0.0084,,,,,,,,,,180,-0.0017,0.0000,0.0115,1.5882,0.1829,0.7841,1.5894,0.1829,0.7758
1,Line,,,,,,,0.0028,,,,,,,,,,127,-0.0024,0.0031,-0.0003,1.5865,0.1852,0.7839,1.5882,0.1829,0.7841
1,Line,,,,,,,0.0081,,,,,,,,,,180,-0.0016,0.0000,0.0111,1.5985,0.2010,0.7855,1.5997,0.2010,0.7775
1,Line,,,,,,,0.0028,,,,,,,,,,157,0.0036,-0.0015,0.0005,1.6011,0.1999,0.7858,1.5985,0.2010,0.7855
1,Line,,,,,,,0.0085,,,,,,,,,,180,-0.0017,0.0000,0.0116,1.5854,0.1878,0.7837,1.5867,0.1878,0.7753
1,Line,,,,,,,0.0084,,,,,,,,,,180,-0.0017,0.0000,0.0116,1.5865,0.1852,0.7839,1.5877,0.1852,0.7755
1,Line,,,,,,,0.0028,,,,,,,,,,112,-0.0015,0.0036,-0.0002,1.5854,0.1878,0.7837,1.5865,0.1852,0.7839
1,Line,,,,,,,0.0080,,,,,,,,,,180,-0.0016,0.0000,0.0110,1.6011,0.1999,0.7858,1.6023,0.1999,0.7779
1,Line,,,,,,,0.0078,,,,,,,,,,180,-0.0016,0.0000,0.0108,1.6061,0.1878,0.7865,1.6072,0.1878,0.7788
1,Line,,,,,,,0.0028,,,,,,,,,,68,-0.0015,-0.0036,-0.0002,1.6050,0.1852,0.7864,1.6061,0.1878,0.7865
1,Line,,,,,,,0.0081,,,,,,,,,,180,-0.0016,0.0000,0.0111,1.5985,0.1801,0.7855,1.5997,0.1801,0.7775
1,Line,,,,,,,0.0028,,,,,,,,,,97,-0.0005,0.0039,-0.0001,1.5851,0.1906,0.7837,1.5854,0.1878,0.7837
1,Line,,,,,,,0.0028,,,,,,,,,,23,-0.0036,-0.0015,-0.0005,1.5985,0.1801,0.7855,1.6011,0.1812,0.7858
1,Line,,,,,,,0.0018,,,,,,,,,,180,-0.0003,0.0000,0.0025,1.5807,0.1801,0.9279,1.5809,0.1801,0.9261
1,Line,,,,,,,0.0500,,,,,,,,,,180,-0.0086,0.0000,0.0689,1.5820,0.1982,0.8337,1.5882,0.1982,0.7841
1,Line,,,,,,,0.0498,,,,,,,,,,180,-0.0086,0.0000,0.0686,1.5988,0.1852,0.8358,1.6050,0.1852,0.7864
1,Line,,,,,,,0.0937,,,,,,,,,,180,-0.0162,0.0000,0.1291,1.5704,0.1982,0.9266,1.5820,0.1982,0.8337
1,Line,,,,,,,0.0937,,,,,,,,,,180,-0.0162,0.0000,0.1291,1.5687,0.1960,0.9264,1.5803,0.1960,0.8335
1,Line,,,,,,,0.0028,,,,,,,,,,53,0.0024,0.0031,0.0003,1.5704,0.1982,0.9266,1.5687,0.1960,0.9264
1,Line,,,,,,,0.0733,,,,,,,,,,180,-0.0127,0.0000,0.1011,1.5897,0.1852,0.9085,1.5988,0.1852,0.8358
1,Line,,,,,,,0.0782,,,,,,,,,,180,-0.0135,0.0000,0.1078,1.5874,0.1829,0.9131,1.5971,0.1829,0.8356
1,Line,,,,,,,0.0498,,,,,,,,,,180,-0.0086,0.0000,0.0687,1.5971,0.1829,0.8356,1.6033,0.1829,0.7861
1,Line,,,,,,,0.0155,,,,,,,,,,180,-0.0027,0.0000,0.0214,1.5855,0.1829,0.9285,1.5874,0.1829,0.9131
1,Line,,,,,,,0.0204,,,,,,,,,,180,-0.0035,0.0000,0.0281,1.5872,0.1852,0.9287,1.5897,0.1852,0.9085
1,Line,,,,,,,0.0028,,,,,,,,,,53,-0.0024,-0.0031,-0.0003,1.5855,0.1829,0.9285,1.5872,0.1852,0.9287
1,Line,,,,,,,0.0500,,,,,,,,,,180,-0.0086,0.0000,0.0689,1.5803,0.1960,0.8335,1.5865,0.1960,0.7839
1,Line,,,,,,,0.0499,,,,,,,,,,180,-0.0086,0.0000,0.0688,1.5896,0.1798,0.8346,1.5958,0.1798,0.7851
1,Line,,,,,,,0.0082,,,,,,,,,,180,-0.0016,0.0000,0.0113,1.5930,0.1801,0.7847,1.5942,0.1801,0.7766
1,Line,,,,,,,0.0854,,,,,,,,,,180,-0.0147,0.0000,0.1177,1.5790,0.1798,0.9193,1.5896,0.1798,0.8346
1,Line,,,,,,,0.0028,,,,,,,,,,8,-0.0039,-0.0005,-0.0005,1.5779,0.1798,0.9276,1.5807,0.1801,0.9279
1,Line,,,,,,,0.0083,,,,,,,,,,180,-0.0014,0.0000,0.0115,1.5779,0.1798,0.9276,1.5790,0.1798,0.9193
1,Line,,,,,,,0.0028,,,,,,,,,,157,-0.0036,0.0015,-0.0005,1.5904,0.1812,0.7844,1.5930,0.1801,0.7847
1,Line,,,,,,,0.0028,,,,,,,,,,23,-0.0036,-0.0015,-0.0004,1.5807,0.1801,0.9279,1.5833,0.1812,0.9282
1,Line,,,,,,,0.0028,,,,,,,,,,53,0.0024,0.0031,0.0003,1.5882,0.1982,0.7841,1.5865,0.1960,0.7839
1,Line,,,,,,,0.0092,,,,,,,,,,0,0.0016,0.0000,-0.0127,1.5844,0.1812,0.9191,1.5833,0.1812,0.9282
1,Line,,,,,,,0.0498,,,,,,,,,,0,0.0086,0.0000,-0.0687,1.6011,0.1812,0.7858,1.5949,0.1812,0.8353
1,Line,,,,,,,0.0845,,,,,,,,,,0,0.0146,0.0000,-0.1165,1.5949,0.1812,0.8353,1.5844,0.1812,0.9191
1,Line,,,,,,,0.0077,,,,,,,,,,180,-0.0020,0.0000,0.0106,1.6072,0.1878,0.7788,1.6087,0.1878,0.7712
1,Line,,,,,,,0.0077,,,,,,,,,,180,-0.0020,0.0000,0.0106,1.6072,0.1934,0.7788,1.6087,0.1934,0.7712
1,Line,,,,,,,0.0028,,,,,,,,,,83,-0.0005,-0.0039,-0.0001,1.6072,0.1878,0.7788,1.6076,0.1906,0.7788
1,Line,,,,,,,0.0078,,,,,,,,,,180,-0.0020,0.0000,0.0107,1.6045,0.1829,0.7783,1.6059,0.1829,0.7706
1,Line,,,,,,,0.0077,,,,,,,,,,180,-0.0020,0.0000,0.0105,1.6076,0.1906,0.7788,1.6090,0.1906,0.7712
1,Line,,,,,,,0.0028,,,,,,,,,,97,0.0005,-0.0039,0.0001,1.6076,0.1906,0.7788,1.6072,0.1934,0.7788
1,Line,,,,,,,0.0082,,,,,,,,,,180,-0.0025,0.0000,0.0110,1.5984,0.1798,0.7690,1.6003,0.1798,0.7611
1,Line,,,,,,,0.0028,,,,,,,,,,68,-0.0015,-0.0036,-0.0002,1.6062,0.1852,0.7786,1.6072,0.1878,0.7788
1,Line,,,,,,,0.0080,,,,,,,,,,180,-0.0025,0.0000,0.0109,1.6012,0.1801,0.7696,1.6030,0.1801,0.7618
1,Line,,,,,,,0.0086,,,,,,,,,,180,-0.0022,0.0000,0.0117,1.5867,0.1934,0.7753,1.5882,0.1934,0.7669
1,Line,,,,,,,0.0028,,,,,,,,,,68,0.0015,0.0036,0.0002,1.5877,0.1960,0.7755,1.5867,0.1934,0.7753
1,Line,,,,,,,0.0078,,,,,,,,,,180,-0.0020,0.0000,0.0106,1.6062,0.1852,0.7786,1.6076,0.1852,0.7709
1,Line,,,,,,,0.0079,,,,,,,,,,180,-0.0016,0.0000,0.0109,1.6033,0.1829,0.7861,1.6045,0.1829,0.7783
1,Line,,,,,,,0.0028,,,,,,,,,,38,-0.0031,-0.0024,-0.0004,1.6011,0.1812,0.7858,1.6033,0.1829,0.7861
1,Line,,,,,,,0.0028,,,,,,,,,,38,-0.0031,-0.0024,-0.0005,1.6023,0.1812,0.7779,1.6045,0.1829,0.7783
1,Line,,,,,,,0.0079,,,,,,,,,,0,0.0020,0.0000,-0.0108,1.6037,0.1812,0.7701,1.6023,0.1812,0.7779
1,Line,,,,,,,0.0028,,,,,,,,,,23,-0.0036,-0.0015,-0.0006,1.5997,0.1801,0.7775,1.6023,0.1812,0.7779
1,Line,,,,,,,0.0080,,,,,,,,,,0,0.0016,0.0000,-0.0110,1.6023,0.1812,0.7779,1.6011,0.1812,0.7858
1,Line,,,,,,,0.0028,,,,,,,,,,172,-0.0038,0.0005,-0.0008,1.5957,0.1801,0.7685,1.5984,0.1798,0.7690
1,Line,,,,,,,0.0028,,,,,,,,,,172,-0.0038,0.0005,-0.0006,1.5942,0.1801,0.7766,1.5969,0.1798,0.7771
1,Line,,,,,,,0.0028,,,,,,,,,,53,-0.0024,-0.0031,-0.0003,1.6033,0.1829,0.7861,1.6050,0.1852,0.7864
1,Line,,,,,,,0.0028,,,,,,,,,,53,-0.0024,-0.0031,-0.0004,1.6045,0.1829,0.7783,1.6062,0.1852,0.7786
1,Line,,,,,,,0.0079,,,,,,,,,,180,-0.0016,0.0000,0.0108,1.6050,0.1852,0.7864,1.6062,0.1852,0.7786
1,Line,,,,,,,0.0028,,,,,,,,,,23,0.0036,0.0015,0.0006,1.5942,0.2010,0.7766,1.5916,0.1999,0.7762
1,Line,,,,,,,0.0085,,,,,,,,,,180,-0.0017,0.0000,0.0117,1.5851,0.1906,0.7837,1.5863,0.1906,0.7753
1,Line,,,,,,,0.0028,,,,,,,,,,83,0.0005,0.0039,0.0001,1.5854,0.1934,0.7837,1.5851,0.1906,0.7837
1,Line,,,,,,,0.0028,,,,,,,,,,172,0.0038,-0.0005,0.0006,1.5997,0.2010,0.7775,1.5969,0.2014,0.7771
1,Line,,,,,,,0.0082,,,,,,,,,,180,-0.0021,0.0000,0.0111,1.5969,0.2014,0.7771,1.5984,0.2014,0.7690
1,Line,,,,,,,0.0028,,,,,,,,,,112,0.0015,-0.0036,0.0002,1.6072,0.1934,0.7788,1.6062,0.1960,0.7786
1,Line,,,,,,,0.0085,,,,,,,,,,180,-0.0017,0.0000,0.0116,1.5854,0.1934,0.7837,1.5867,0.1934,0.7753
1,Line,,,,,,,0.0028,,,,,,,,,,68,0.0015,0.0036,0.0002,1.5865,0.1960,0.7839,1.5854,0.1934,0.7837
1,Line,,,,,,,0.0084,,,,,,,,,,180,-0.0017,0.0000,0.0116,1.5865,0.1960,0.7839,1.5877,0.1960,0.7755
1,Line,,,,,,,0.0079,,,,,,,,,,180,-0.0016,0.0000,0.0108,1.6050,0.1960,0.7864,1.6062,0.1960,0.7786
1,Line,,,,,,,0.0079,,,,,,,,,,180,-0.0016,0.0000,0.0109,1.6033,0.1982,0.7861,1.6045,0.1982,0.7783
1,Line,,,,,,,0.0028,,,,,,,,,,127,0.0024,-0.0031,0.0003,1.6050,0.1960,0.7864,1.6033,0.1982,0.7861
1,Line,,,,,,,0.0028,,,,,,,,,,8,0.0038,0.0005,0.0006,1.5969,0.2014,0.7771,1.5942,0.2010,0.7766
1,Line,,,,,,,0.0085,,,,,,,,,,180,-0.0026,0.0000,0.0115,1.5910,0.1829,0.7675,1.5929,0.1829,0.7592
1,Line,,,,,,,0.0086,,,,,,,,,,180,-0.0022,0.0000,0.0117,1.5863,0.1906,0.7753,1.5879,0.1906,0.7668
1,Line,,,,,,,0.0078,,,,,,,,,,180,-0.0020,0.0000,0.0107,1.6045,0.1982,0.7783,1.6059,0.1982,0.7706
1,Line,,,,,,,0.0083,,,,,,,,,,180,-0.0021,0.0000,0.0113,1.5942,0.2010,0.7766,1.5957,0.2010,0.7685
1,Line,,,,,,,0.0028,,,,,,,,,,142,0.0031,-0.0024,0.0005,1.6045,0.1982,0.7783,1.6023,0.1999,0.7779
1,Line,,,,,,,0.0028,,,,,,,,,,83,0.0005,0.0039,0.0001,1.5867,0.1934,0.7753,1.5863,0.1906,0.7753
1,Line,,,,,,,0.0028,,,,,,,,,,127,0.0024,-0.0031,0.0004,1.6062,0.1960,0.7786,1.6045,0.1982,0.7783
1,Line,,,,,,,0.0078,,,,,,,,,,180,-0.0020,0.0000,0.0106,1.6062,0.1960,0.7786,1.6076,0.1960,0.7709
1,Line,,,,,,,0.0028,,,,,,,,,,112,-0.0015,0.0036,-0.0002,1.5867,0.1878,0.7753,1.5877,0.1852,0.7755
1,Line,,,,,,,0.0086,,,,,,,,,,180,-0.0022,0.0000,0.0117,1.5867,0.1878,0.7753,1.5882,0.1878,0.7669
1,Line,,,,,,,0.0028,,,,,,,,,,97,-0.0005,0.0039,-0.0001,1.5863,0.1906,0.7753,1.5867,0.1878,0.7753
1,Line,,,,,,,0.0028,,,,,,,,,,112,0.0015,-0.0036,0.0002,1.6061,0.1934,0.7865,1.6050,0.1960,0.7864
1,Line,,,,,,,0.0083,,,,,,,,,,180,-0.0014,0.0000,0.0115,1.5779,0.2014,0.9276,1.5790,0.2014,0.9193
1,Line,,,,,,,0.0854,,,,,,,,,,180,-0.0147,0.0000,0.1177,1.5790,0.2014,0.9193,1.5896,0.2014,0.8346
1,Line,,,,,,,0.0028,,,,,,,,,,8,0.0039,0.0005,0.0005,1.5779,0.2014,0.9276,1.5752,0.2010,0.9272
1,Line,,,,,,,0.0499,,,,,,,,,,180,-0.0086,0.0000,0.0688,1.5868,0.2010,0.8343,1.5930,0.2010,0.7847
1,Line,,,,,,,0.0937,,,,,,,,,,180,-0.0162,0.0000,0.1291,1.5752,0.2010,0.9272,1.5868,0.2010,0.8343
1,Line,,,,,,,0.0499,,,,,,,,,,180,-0.0086,0.0000,0.0688,1.5896,0.2014,0.8346,1.5958,0.2014,0.7851
1,Line,,,,,,,0.1985,,,,,,,,,,180,-0.1569,0.0000,0.2268,1.6327,0.1801,0.6962,1.7456,0.1801,0.5330
1,Line,,,,,,,0.1985,,,,,,,,,,180,-0.1570,0.0000,0.2268,1.6304,0.1798,0.6946,1.7433,0.1798,0.5314
1,Line,,,,,,,0.1524,,,,,,,,,,180,-0.1205,0.0000,0.1741,1.7456,0.1801,0.5330,1.8323,0.1801,0.4077
1,Line,,,,,,,0.1524,,,,,,,,,,180,-0.1205,0.0000,0.1741,1.7356,0.1852,0.5261,1.8224,0.1852,0.4008
1,Line,,,,,,,0.1986,,,,,,,,,,180,-0.1570,0.0000,0.2269,1.6226,0.1852,0.6894,1.7356,0.1852,0.5261
1,Line,,,,,,,0.1524,,,,,,,,,,180,-0.1205,0.0000,0.1741,1.7344,0.1906,0.5253,1.8212,0.1906,0.3999
1,Line,,,,,,,0.1984,,,,,,,,,,180,-0.1569,0.0000,0.2267,1.6390,0.1878,0.7005,1.7519,0.1878,0.5373
1,Line,,,,,,,0.1524,,,,,,,,,,180,-0.1205,0.0000,0.1741,1.7519,0.1878,0.5373,1.8386,0.1878,0.4120
1,Line,,,,,,,0.1984,,,,,,,,,,180,-0.1569,0.0000,0.2267,1.6393,0.1906,0.7007,1.7522,0.1906,0.5375
1,Line,,,,,,,0.3510,,,,,,,,,,180,-0.2775,0.0000,0.4010,1.6240,0.1982,0.6903,1.8238,0.1982,0.4017
1,Line,,,,,,,0.1524,,,,,,,,,,180,-0.1205,0.0000,0.1741,1.7522,0.1906,0.5375,1.8389,0.1906,0.4122
1,Line,,,,,,,0.0028,,,,,,,,,,38,-0.0031,-0.0024,-0.0004,1.5833,0.1812,0.9282,1.5855,0.1829,0.9285
1,Line,,,,,,,0.0191,,,,,,,,,,180,-0.0151,0.0000,0.0219,1.6865,0.1906,0.5945,1.6974,0.1906,0.5788
1,Line,,,,,,,0.0651,,,,,,,,,,180,-0.0515,0.0000,0.0744,1.6974,0.1906,0.5788,1.7344,0.1906,0.5253
1,Line,,,,,,,0.1144,,,,,,,,,,180,-0.0904,0.0000,0.1307,1.6214,0.1906,0.6886,1.6865,0.1906,0.5945
1,Line,,,,,,,0.1524,,,,,,,,,,0,-0.1205,0.0000,0.1741,1.7347,0.1878,0.5255,1.8215,0.1878,0.4002
1,Line,,,,,,,0.1986,,,,,,,,,,180,-0.1570,0.0000,0.2269,1.6217,0.1878,0.6888,1.7347,0.1878,0.5255
