Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0032,,,,,,,,,,99,0.0003,-0.0026,0.0007,1.9434,0.4928,0.8928,1.9431,0.4959,0.8920
1,Line,,,,,,,0.0008,,,,,,,,,,89,0.0000,0.0007,0.0001,1.9434,0.4959,0.8952,1.9434,0.4950,0.8951
1,Line,,,,,,,0.0056,,,,,,,,,,67,0.0000,0.0018,0.0042,1.9495,0.4772,0.9027,1.9495,0.4750,0.8975
1,Line,,,,,,,0.0017,,,,,,,,,,82,0.0000,0.0011,0.0008,1.9440,0.4927,0.8975,1.9440,0.4913,0.8965
1,Line,,,,,,,0.0032,,,,,,,,,,138,0.0015,-0.0016,0.0016,1.9529,0.4767,0.9109,1.9511,0.4786,0.9090
1,Line,,,,,,,0.0032,,,,,,,,,,0,0.0003,0.0000,0.0026,1.9434,0.4959,0.8952,1.9431,0.4959,0.8920
1,Line,,,,,,,0.0032,,,,,,,,,,129,0.0016,-0.0021,0.0005,1.9548,0.4672,0.8996,1.9529,0.4697,0.8989
1,Line,,,,,,,0.0032,,,,,,,,,,138,0.0003,-0.0007,0.0025,1.9434,0.4950,0.8951,1.9431,0.4959,0.8920
1,Line,,,,,,,0.0032,,,,,,,,,,118,0.0003,-0.0013,0.0023,1.9434,0.4943,0.8948,1.9431,0.4959,0.8920
1,Line,,,,,,,0.0032,,,,,,,,,,24,0.0018,0.0010,0.0016,1.9591,0.5131,0.9214,1.9569,0.5119,0.9194
1,Line,,,,,,,0.0084,,,,,,,,,,94,0.0000,0.0064,-0.0026,1.9569,0.5119,0.9194,1.9569,0.5042,0.9226
1,Line,,,,,,,0.0084,,,,,,,,,,82,0.0000,0.0055,0.0042,1.9569,0.4798,0.9194,1.9569,0.4731,0.9144
1,Line,,,,,,,0.0032,,,,,,,,,,156,0.0018,-0.0010,0.0016,1.9591,0.4786,0.9214,1.9569,0.4798,0.9194
