Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0021,,,,,,,,,,,,,,,,180,-0.0014,0.0000,-0.0016,1.7888,0.3252,0.9034,1.7902,0.3252,0.9050
1,Line,0.0018,,,,,,,,,,,,,,,,10,-0.0013,-0.0002,0.0012,1.7875,0.3250,0.9046,1.7888,0.3252,0.9034
1,Line,0.0022,,,,,,,,,,,,,,,,180,-0.0015,0.0000,-0.0017,1.7900,0.3259,0.9022,1.7915,0.3259,0.9039
1,Line,0.0018,,,,,,,,,,,,,,,,30,-0.0012,-0.0007,0.0012,1.7888,0.3252,0.9034,1.7900,0.3259,0.9022
1,Line,0.0800,,,,,,,,,,,,,,,,90,0.0000,0.0800,0.0000,1.7888,0.4050,0.9061,1.7888,0.3250,0.9061
1,Line,0.0129,,,,,,,,,,,,,,,,180,-0.0082,0.0000,-0.0100,1.7902,0.4047,0.9050,1.7983,0.4047,0.9150
1,Line,0.0018,,,,,,,,,,,,,,,,152,0.0013,-0.0007,-0.0011,1.7915,0.4040,0.9039,1.7902,0.4047,0.9050
1,Line,0.0129,,,,,,,,,,,,,,,,180,-0.0082,0.0000,-0.0100,1.7888,0.4050,0.9061,1.7969,0.4050,0.9162
1,Line,0.0018,,,,,,,,,,,,,,,,170,0.0014,-0.0002,-0.0012,1.7902,0.4047,0.9050,1.7888,0.4050,0.9061
1,Line,0.0018,,,,,,,,,,,,,,,,85,-0.0002,-0.0018,0.0002,1.7924,0.3302,0.9000,1.7925,0.3320,0.8998
1,Line,0.0024,,,,,,,,,,,,,,,,180,-0.0016,0.0000,-0.0018,1.7924,0.3302,0.9000,1.7939,0.3302,0.9018
1,Line,0.0660,,,,,,,,,,,,,,,,90,0.0000,-0.0660,0.0000,1.7925,0.3320,0.8998,1.7925,0.3980,0.8998
1,Line,0.0024,,,,,,,,,,,,,,,,180,-0.0016,0.0000,-0.0018,1.7925,0.3320,0.8998,1.7941,0.3320,0.9016
1,Line,0.0018,,,,,,,,,,,,,,,,73,-0.0005,-0.0017,0.0005,1.7919,0.3285,0.9005,1.7924,0.3302,0.9000
1,Line,0.0023,,,,,,,,,,,,,,,,180,-0.0015,0.0000,-0.0017,1.7911,0.3270,0.9012,1.7926,0.3270,0.9030
1,Line,0.0018,,,,,,,,,,,,,,,,47,-0.0011,-0.0011,0.0010,1.7900,0.3259,0.9022,1.7911,0.3270,0.9012
1,Line,0.0023,,,,,,,,,,,,,,,,180,-0.0015,0.0000,-0.0018,1.7919,0.3285,0.9005,1.7934,0.3285,0.9022
1,Line,0.0018,,,,,,,,,,,,,,,,61,-0.0008,-0.0014,0.0008,1.7911,0.3270,0.9012,1.7919,0.3285,0.9005
1,Line,0.0129,,,,,,,,,,,,,,,,180,-0.0082,0.0000,-0.0100,1.7915,0.4040,0.9039,1.7996,0.4040,0.9139
1,Line,0.0129,,,,,,,,,,,,,,,,180,-0.0082,0.0000,-0.0100,1.7939,0.3302,0.9018,1.8021,0.3302,0.9118
