Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7921,0.2582,0.8339,1.7921,0.2582,0.8602
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7939,0.2651,0.8602,1.7939,0.2651,0.8809
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7921,0.2544,0.8339,1.7921,0.2544,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7927,0.2619,0.8339,1.7927,0.2619,0.8602
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.7999,0.2707,0.8602,1.7999,0.2707,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8022,0.2707,0.8602,1.8022,0.2707,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7956,0.2678,0.8602,1.7956,0.2678,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7976,0.2697,0.8602,1.7976,0.2697,0.8809
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8045,0.2697,0.8339,1.8045,0.2697,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8022,0.2707,0.8339,1.8022,0.2707,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8082,0.2651,0.8339,1.8082,0.2651,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,180,0.0000,0.0000,-0.4129,1.8065,0.2678,0.8339,1.8065,0.2678,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7956,0.2678,0.8339,1.7956,0.2678,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7939,0.2651,0.8339,1.7939,0.2651,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7999,0.2707,0.8339,1.7999,0.2707,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7976,0.2697,0.8339,1.7976,0.2697,0.8602
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8045,0.2697,0.8602,1.8045,0.2697,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7976,0.2430,0.8602,1.7976,0.2430,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7956,0.2448,0.8602,1.7956,0.2448,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8045,0.2430,0.8602,1.8045,0.2430,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.7999,0.2420,0.8602,1.7999,0.2420,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7921,0.2544,0.8602,1.7921,0.2544,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7921,0.2582,0.8602,1.7921,0.2582,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7939,0.2475,0.8602,1.7939,0.2475,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.7927,0.2508,0.8602,1.7927,0.2508,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,180,0.0000,0.0000,-0.3236,1.8093,0.2619,0.8602,1.8093,0.2619,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8099,0.2582,0.8602,1.8099,0.2582,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8065,0.2678,0.8602,1.8065,0.2678,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8082,0.2651,0.8602,1.8082,0.2651,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8082,0.2475,0.8602,1.8082,0.2475,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8065,0.2448,0.8602,1.8065,0.2448,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8099,0.2544,0.8602,1.8099,0.2544,0.8809
1,Line,,,,,,,0.0332,,,,,,,,,,0,0.0000,0.0000,-0.3236,1.8093,0.2508,0.8602,1.8093,0.2508,0.8809
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8169,0.2602,0.8849,1.8169,0.2602,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8158,0.2667,0.8849,1.8158,0.2667,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8160,0.2468,0.8849,1.8160,0.2468,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8170,0.2534,0.8849,1.8170,0.2534,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8069,0.2804,0.8849,1.8069,0.2804,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8028,0.2821,0.8849,1.8028,0.2821,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8136,0.2725,0.8849,1.8136,0.2725,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8106,0.2771,0.8849,1.8106,0.2771,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.7951,0.2322,0.8849,1.7951,0.2322,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.7992,0.2306,0.8849,1.7992,0.2306,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.7884,0.2402,0.8849,1.7884,0.2402,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.7915,0.2355,0.8849,1.7915,0.2355,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8110,0.2361,0.8849,1.8110,0.2361,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8140,0.2409,0.8849,1.8140,0.2409,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8034,0.2307,0.8849,1.8034,0.2307,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.8074,0.2326,0.8849,1.8074,0.2326,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.7946,0.2801,0.8849,1.7946,0.2801,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8065,0.2448,0.8339,1.8065,0.2448,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8082,0.2475,0.8339,1.8082,0.2475,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8022,0.2420,0.8339,1.8022,0.2420,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8045,0.2430,0.8339,1.8045,0.2430,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8099,0.2582,0.8339,1.8099,0.2582,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8093,0.2619,0.8339,1.8093,0.2619,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8093,0.2508,0.8339,1.8093,0.2508,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.8099,0.2544,0.8339,1.8099,0.2544,0.8602
1,Circle,,,,,,,,0.0021,1.8010,0.2563,0.8602,0.0259,,,0.1627,0.0518,,,,,,,,,,
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7927,0.2508,0.8339,1.7927,0.2508,0.8602
1,Line,,,,,,,0.0396,,,,,,,,,,180,0.0000,0.0000,0.3864,1.7986,0.2819,0.8849,1.7986,0.2819,0.8602
1,Circle,,,,,,,,0.0021,1.8010,0.2563,0.8849,0.0259,,,0.1627,0.0518,,,,,,,,,,
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7976,0.2430,0.8339,1.7976,0.2430,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7999,0.2420,0.8339,1.7999,0.2420,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7939,0.2475,0.8339,1.7939,0.2475,0.8602
1,Line,,,,,,,0.0424,,,,,,,,,,0,0.0000,0.0000,-0.4129,1.7956,0.2448,0.8339,1.7956,0.2448,0.8602
1,Line,,,,,,,0.0012,,,,,,,,,,108,-0.0051,0.0161,0.0000,1.8033,0.2588,0.8819,1.8036,0.2578,0.8819
1,Line,,,,,,,0.0012,,,,,,,,,,119,-0.0076,0.0134,0.0000,1.8028,0.2597,0.8819,1.8033,0.2588,0.8819
1,Line,,,,,,,0.0012,,,,,,,,,,88,0.0006,0.0181,0.0000,1.8038,0.2567,0.8819,1.8037,0.2555,0.8819
1,Line,,,,,,,0.0012,,,,,,,,,,98,-0.0024,0.0177,0.0000,1.8036,0.2578,0.8819,1.8038,0.2567,0.8819
