Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0058,,,,,,,,,,,,,,,,133,-0.0002,0.0027,-0.0046,1.6112,0.0545,1.2712,1.6114,0.0519,1.2758
1,Line,0.0036,,,,,,,,,,,,,,,,133,-0.0001,0.0017,-0.0029,1.5592,-0.0206,1.2395,1.5593,-0.0223,1.2424
1,Line,0.0057,,,,,,,,,,,,,,,,133,-0.0002,0.0026,-0.0045,1.6111,0.0548,1.2714,1.6113,0.0522,1.2759
1,Line,0.0003,,,,,,,,,,,,,,,,87,0.0001,-0.0003,-0.0002,1.6112,0.0545,1.2712,1.6111,0.0548,1.2714
1,Line,0.0078,,,,,,,,,,,,,,,,119,0.0043,-0.0048,-0.0033,1.5635,-0.0254,1.2362,1.5592,-0.0206,1.2395
1,Line,0.0080,,,,,,,,,,,,,,,,56,-0.0029,-0.0064,-0.0030,1.5993,0.0466,1.2690,1.6022,0.0530,1.2720
1,Line,0.0039,,,,,,,,,,,,,,,,133,-0.0001,0.0018,-0.0031,1.5993,0.0466,1.2690,1.5994,0.0448,1.2720
1,Line,0.0055,,,,,,,,,,,,,,,,133,-0.0002,0.0025,-0.0044,1.5635,-0.0254,1.2362,1.5637,-0.0280,1.2406
1,Line,0.0036,,,,,,,,,,,,,,,,133,-0.0001,0.0017,-0.0029,1.6022,0.0530,1.2720,1.6023,0.0514,1.2748
1,Line,0.0080,,,,,,,,,,,,,,,,47,-0.0042,-0.0058,-0.0024,1.5592,-0.0206,1.2395,1.5634,-0.0149,1.2419
1,Line,0.0058,,,,,,,,,,,,,,,,133,-0.0002,0.0027,-0.0046,1.5627,-0.0284,1.2347,1.5628,-0.0310,1.2393
1,Line,0.0080,,,,,,,,,,,,,,,,57,-0.0029,-0.0066,-0.0026,1.5988,0.0435,1.2752,1.6017,0.0502,1.2778
1,Line,0.0039,,,,,,,,,,,,,,,,133,-0.0001,0.0018,-0.0031,1.5634,-0.0149,1.2419,1.5635,-0.0166,1.2450
1,Line,0.0004,,,,,,,,,,,,,,,,18,-0.0003,-0.0001,0.0000,1.5623,-0.0285,1.2347,1.5627,-0.0284,1.2347
1,Line,0.0080,,,,,,,,,,,,,,,,55,-0.0030,-0.0064,-0.0029,1.5963,0.0402,1.2660,1.5993,0.0466,1.2690
1,Line,0.0041,,,,,,,,,,,,,,,,133,-0.0001,0.0019,-0.0032,1.5963,0.0402,1.2660,1.5964,0.0383,1.2692
1,Line,0.0057,,,,,,,,,,,,,,,,133,-0.0002,0.0026,-0.0045,1.5623,-0.0285,1.2347,1.5625,-0.0311,1.2392
1,Line,0.0004,,,,,,,,,,,,,,,,12,-0.0004,-0.0001,-0.0001,1.5625,-0.0311,1.2392,1.5628,-0.0310,1.2393
1,Line,0.0078,,,,,,,,,,,,,,,,122,0.0040,-0.0063,-0.0003,1.5627,-0.0298,1.2451,1.5587,-0.0235,1.2454
