Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,273,0.0025,-0.0527,0.0024,0.5664,3.4123,1.3392,0.0528,0.5639,3.4650,1.3368
1,Line,,,,,,,0,0.0182,0.0000,-0.0113,0.5664,3.4123,1.3392,0.0214,0.5482,3.4123,1.3505
1,Line,,,,,,,253,-0.0157,-0.0527,0.0137,0.5482,3.4123,1.3505,0.0567,0.5639,3.4650,1.3368
1,Line,,,,,,,285,0.0144,-0.0527,0.0143,0.5783,3.4123,1.2821,0.0565,0.5639,3.4650,1.2678
1,Line,,,,,,,271,0.0013,-0.0527,-0.0030,0.5482,3.4123,1.2541,0.0528,0.5469,3.4650,1.2571
1,Line,,,,,,,291,0.0207,-0.0527,0.0006,0.5482,3.4123,1.2541,0.0566,0.5275,3.4650,1.2535
1,Line,,,,,,,277,0.0069,-0.0527,0.0190,0.5820,3.4123,1.3023,0.0565,0.5751,3.4650,1.2833
1,Line,,,,,,,267,-0.0025,-0.0527,-0.0024,0.4887,3.4123,1.2654,0.0528,0.4912,3.4650,1.2678
1,Line,,,,,,,279,0.0088,-0.0527,-0.0179,0.4887,3.4123,1.2654,0.0563,0.4799,3.4650,1.2833
1,Line,,,,,,,267,-0.0031,-0.0602,-0.0030,0.4737,3.4123,1.1374,0.0603,0.4768,3.4725,1.1404
1,Line,,,,,,,273,0.0031,-0.0527,0.0000,0.5820,3.4123,1.3023,0.0528,0.5789,3.4650,1.3023
1,Line,,,,,,,0,0.0038,0.0000,-0.0196,0.5820,3.4123,1.3023,0.0200,0.5783,3.4123,1.3220
1,Line,,,,,,,269,-0.0006,-0.0527,0.0196,0.5783,3.4123,1.3220,0.0563,0.5789,3.4650,1.3023
1,Line,,,,,,,269,-0.0013,-0.0527,0.0030,0.5062,3.4123,1.3505,0.0528,0.5075,3.4650,1.3476
1,Line,,,,,,,270,0.0000,-0.0527,0.0036,0.5275,3.4123,1.3547,0.0528,0.5275,3.4650,1.3511
1,Line,,,,,,,0,0.0213,0.0000,0.0042,0.5275,3.4123,1.3547,0.0217,0.5062,3.4123,1.3505
1,Line,,,,,,,261,-0.0088,-0.0527,0.0185,0.5664,3.4123,1.3392,0.0565,0.5751,3.4650,1.3208
1,Line,,,,,,,90,0.0000,0.0527,0.0036,0.5275,3.4650,1.2535,0.0528,0.5275,3.4123,1.2499
1,Line,,,,,,,180,-0.0207,0.0000,-0.0042,0.5275,3.4123,1.2499,0.0211,0.5482,3.4123,1.2541
1,Line,,,,,,,248,-0.0213,-0.0527,-0.0006,0.5062,3.4123,1.3505,0.0569,0.5275,3.4650,1.3511
1,Line,,,,,,,180,-0.0182,0.0000,-0.0113,0.5482,3.4123,1.2541,0.0214,0.5664,3.4123,1.2654
1,Line,,,,,,,290,0.0194,-0.0527,0.0083,0.5664,3.4123,1.2654,0.0568,0.5469,3.4650,1.2571
1,Line,,,,,,,273,0.0031,-0.0527,-0.0012,0.5783,3.4123,1.2821,0.0528,0.5751,3.4650,1.2833
1,Line,,,,,,,0,0.0207,0.0000,-0.0042,0.5482,3.4123,1.3505,0.0211,0.5275,3.4123,1.3547
1,Line,,,,,,,250,-0.0194,-0.0527,0.0071,0.5275,3.4123,1.3547,0.0566,0.5469,3.4650,1.3476
1,Line,,,,,,,271,0.0013,-0.0527,0.0030,0.5482,3.4123,1.3505,0.0528,0.5469,3.4650,1.3476
1,Line,,,,,,,280,0.0106,-0.0602,-0.0226,0.4737,3.4123,1.1374,0.0651,0.4630,3.4725,1.1600
1,Line,,,,,,,128,-0.0307,0.0391,0.0107,-1.4836,3.4514,1.4470,0.0508,-1.4529,3.4123,1.4363
